state,district,latitude,longitude
Uttar Pradesh,Lakhimpur Kheri,28.091854,80.647325
Uttar Pradesh,Lalitpur,24.588772,78.600823
Uttar Pradesh,Lucknow,26.838234,80.89706
Uttar Pradesh,Maharajganj,27.177099,83.461279
Uttar Pradesh,Mahoba,25.345297,79.67863
Uttar Pradesh,Mainpuri,27.173869,79.035019
Uttar Pradesh,Mathura,27.593904,77.621534
Uttar Pradesh,Mau,26.010822,83.505827
Uttar Pradesh,Meerut,29.029576,77.80611
Uttar Pradesh,Mirzapur,25.10208,82.601266
Uttar Pradesh,Moradabad,28.85177,78.735802
Uttar Pradesh,Muzaffarnagar,29.470508,77.640178
Uttar Pradesh,Pilibhit,28.520242,79.90104
Uttar Pradesh,Pratapgarh,25.864843,81.9353
Uttar Pradesh,Rae Bareli,26.253903,81.222605
Uttar Pradesh,Rampur,28.832447,79.109773
Uttar Pradesh,Saharanpur,30.033812,77.599051
Uttar Pradesh,Sant Kabir Nagar,26.791597,83.038776
Uttar Pradesh,Sant Ravi Das Nagar,25.364579,82.43495
Uttar Pradesh,Shahjahanpur,27.991389,79.830228
Uttar Pradesh,Shrawasti,27.604918,81.793198
Uttar Pradesh,Siddharthnagar,27.207385,82.78665
Uttar Pradesh,Sitapur,27.501996,80.852889
Uttar Pradesh,Sonbhadra,24.466933,83.068163
Uttar Pradesh,Sultanpur,26.284639,82.057105
Uttar Pradesh,Unnao,26.63164,80.636773
Uttar Pradesh,Varanasi,25.360571,82.825297
Uttar Pradesh,Hapur,28.7306,77.7759
Uttar Pradesh,Amroha,28.9052,78.4673
Uttar Pradesh,Shamli,29.4502,77.3172
Uttar Pradesh,Sambhal,28.5904,78.5718
Uttar Pradesh,Prayagraj,25.4358,81.8463
Uttar Pradesh,Rae Bareli,26.2145,81.2528
Uttar Pradesh,Kasganj,27.8085,78.6461
Uttar Pradesh,Amethi,26.1541,81.8142
Uttar Pradesh,Bhadohi,25.3805,82.5677
Uttar Pradesh,Ayodhya,26.7922,82.1998
Uttarakhand,Almora,29.683532,79.501651
Uttarakhand,Bageshwar,29.987034,79.839544
Uttarakhand,Chamoli,30.583386,79.562811
Uttarakhand,Champawat,29.291424,80.077202
Uttarakhand,Dehradun,30.533333,77.908841
Uttarakhand,Haridwar,29.886058,77.929801
Uttarakhand,Nainital,29.336371,79.499791
Uttarakhand,Pauri Garhwal,29.978068,78.774502
Uttarakhand,Pithoragarh,30.147206,80.342292
Uttarakhand,Rudra Prayag,30.556578,79.09422
Uttarakhand,Tehri Garhwal,30.463701,78.487838
Uttarakhand,Udham Singh Nagar,29.027796,79.45629
Uttarakhand,Uttarkashi,30.968959,78.568806
West Bengal,Bankura,23.081281,87.126401
West Bengal,Bardhaman,23.444454,87.815058
West Bengal,Birbhum,24.063893,87.651531
West Bengal,Dakshin Dinajpur,25.342094,88.698217
West Bengal,Darjeeling,26.83962,88.331451
West Bengal,East Midnapore,21.991997,87.922808
West Bengal,Howrah,22.401674,87.994212
West Bengal,Hooghly,22.879293,88.000103
West Bengal,Jalpaiguri,26.62642,89.041544
West Bengal,Kochbihar,26.250516,89.306138
West Bengal,Kolkata,22.550581,88.352765
West Bengal,Malda,25.080268,88.171917
West Bengal,Murshidabad,24.259507,88.168169
West Bengal,Nadia,23.56411,88.58293
West Bengal,North 24 Parganas,22.062388,88.87794
West Bengal,Puruliya,23.254192,86.396853
West Bengal,South 24 Parganas,21.854428,88.44537
West Bengal,Uttar Dinajpur,26.044619,88.235952
West Bengal,West Midnapore,22.354897,87.231014
West Bengal,Purba Medinipur,21.9373,87.7763
West Bengal,Paschim Medinipur,22.408,87.3811
West Bengal,Paschim Bardhaman,23.5494,87.4728
West Bengal,Purba Bardhaman,23.2409,87.8512
West Bengal,Kalimpong,27.0594,88.4695
West Bengal,Jhargram,22.455,86.9974
Maharashtra,Unknown,19.531932,76.055457
Maharashtra,Other State,19.531932,76.055457
Gujarat,Unknown,22.415408,72.031497
Gujarat,Other State,22.415408,72.031497
Tamil Nadu,Unknown,10.909433,78.366535
Tamil Nadu,Other State,10.909433,78.366535
Delhi,Unknown,28.651718,77.221939
Delhi,Other State,28.651718,77.221939
Rajasthan,Unknown,26.810578,73.768455
Rajasthan,Other State,26.810578,73.768455
Madhya Pradesh,Unknown,23.969928,79.39487
Madhya Pradesh,Other State,23.969928,79.39487
Uttar Pradesh,Unknown,27.130334,80.859666
Uttar Pradesh,Other State,27.130334,80.859666
Andhra Pradesh,Unknown,15.924091,80.186381
Andhra Pradesh,Other State,15.924091,80.186381
West Bengal,Unknown,22.996495,87.685588
West Bengal,Other State,22.996495,87.685588
Punjab,Unknown,30.929321,75.500484
Punjab,Other State,30.929321,75.500484
Telangana,Unknown,17.849592,79.115166
Telangana,Other State,17.849592,79.115166
Jammu and Kashmir,Unknown,34.047656,76.797289
Jammu and Kashmir,Other State,34.047656,76.797289
Karnataka,Unknown,14.52039,75.722352
Karnataka,Other State,14.52039,75.722352
Haryana,Unknown,29.0,76.0
Haryana,Other State,29.0,76.0
Bihar,Unknown,25.644085,85.906508
Bihar,Other State,25.644085,85.906508
Kerala,Unknown,10.352874,76.51204
Kerala,Other State,10.352874,76.51204
Odisha,Unknown,20.543124,84.689732
Odisha,Other State,20.543124,84.689732
Chandigarh,Unknown,30.719402,76.764655
Chandigarh,Other State,30.719402,76.764655
Jharkhand,Unknown,23.455981,85.25573
Jharkhand,Other State,23.455981,85.25573
Tripura,Unknown,23.775082,91.702509
Tripura,Other State,23.775082,91.702509
Uttarakhand,Unknown,30.091994,79.321767
Uttarakhand,Other State,30.091994,79.321767
Assam,Unknown,26.407384,93.25513
Assam,Other State,26.407384,93.25513
Chhattisgarh,Unknown,21.663736,81.840635
Chhattisgarh,Other State,21.663736,81.840635
Himachal Pradesh,Unknown,31.81676,77.349321
Himachal Pradesh,Other State,31.81676,77.349321
Ladakh,Unknown,33.945641,77.656858
Ladakh,Other State,33.945641,77.656858
Andaman and Nicobar Islands,Unknown,10.218834,92.577133
Andaman and Nicobar Islands,Other State,10.218834,92.577133
Meghalaya,Unknown,25.537943,91.29991
Meghalaya,Other State,25.537943,91.29991
Puducherry,Unknown,11.934057,79.830645
Puducherry,Other State,11.934057,79.830645
Goa,Unknown,15.300454,74.085513
Goa,Other State,15.300454,74.085513
Manipur,Unknown,24.720882,93.922939
Manipur,Other State,24.720882,93.922939
Mizoram,Unknown,23.214617,92.868761
Mizoram,Other State,23.214617,92.868761
Arunachal Pradesh,Unknown,27.689171,96.459723
Arunachal Pradesh,Other State,27.689171,96.459723
